Nama Tempat Wisata,Alamat,Jenis Wisata,Deskripsi,Koordinat,Rating,Kota,Deskripsi Singkat
Atlantis Land Kenjeran,"Surabaya, Jawa Timur",Taman Hiburan,Taman bermain air dengan wahana modern di kawasan Kenjeran.,"-7.2265, 112.7901",3.7,Surabaya,Taman bermain air dengan wahana modern di kawasan Kenjeran.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",4.2,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",4.3,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",4,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
Taman Bungkul,"Surabaya, Jawa Timur",Taman,Taman kota dengan fasilitas lengkap dan sering menjadi tempat berkumpul.,"-7.2892, 112.7357",3.6,Surabaya,Taman kota dengan fasilitas lengkap dan sering menjadi tempat berkumpul.
Taman Bungkul,"Surabaya, Jawa Timur",Taman,Taman kota dengan fasilitas lengkap dan sering menjadi tempat berkumpul.,"-7.2892, 112.7357",3.8,Surabaya,Taman kota dengan fasilitas lengkap dan sering menjadi tempat berkumpul.
Kebun Binatang Surabaya,"Surabaya, Jawa Timur",Hiburan,Kebun binatang tertua di Indonesia dengan koleksi satwa lengkap.,"-7.2926, 112.7352",4.9,Surabaya,Kebun binatang tertua di Indonesia dengan koleksi satwa lengkap.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",4,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",4.1,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
Atlantis Land Kenjeran,"Surabaya, Jawa Timur",Taman Hiburan,Taman bermain air dengan wahana modern di kawasan Kenjeran.,"-7.2265, 112.7901",4.3,Surabaya,Taman bermain air dengan wahana modern di kawasan Kenjeran.
Hutan Mangrove Wonorejo,"Surabaya, Jawa Timur",Alam,Ekowisata hutan mangrove dengan jalur kayu yang menarik.,"-7.2887, 112.8411",4.7,Surabaya,Ekowisata hutan mangrove dengan jalur kayu yang menarik.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",4.2,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",3.8,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",4.6,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",4,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
Atlantis Land Kenjeran,"Surabaya, Jawa Timur",Taman Hiburan,Taman bermain air dengan wahana modern di kawasan Kenjeran.,"-7.2265, 112.7901",4.6,Surabaya,Taman bermain air dengan wahana modern di kawasan Kenjeran.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",4.5,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",3.8,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",4.2,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",4.7,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",3.6,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
Kebun Binatang Surabaya,"Surabaya, Jawa Timur",Hiburan,Kebun binatang tertua di Indonesia dengan koleksi satwa lengkap.,"-7.2926, 112.7352",4.6,Surabaya,Kebun binatang tertua di Indonesia dengan koleksi satwa lengkap.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",3.6,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
Hutan Mangrove Wonorejo,"Surabaya, Jawa Timur",Alam,Ekowisata hutan mangrove dengan jalur kayu yang menarik.,"-7.2887, 112.8411",4,Surabaya,Ekowisata hutan mangrove dengan jalur kayu yang menarik.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",4.7,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",4.1,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",4.7,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",4.6,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",3.5,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
Kebun Binatang Surabaya,"Surabaya, Jawa Timur",Hiburan,Kebun binatang tertua di Indonesia dengan koleksi satwa lengkap.,"-7.2926, 112.7352",4.7,Surabaya,Kebun binatang tertua di Indonesia dengan koleksi satwa lengkap.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",4.5,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
Atlantis Land Kenjeran,"Surabaya, Jawa Timur",Taman Hiburan,Taman bermain air dengan wahana modern di kawasan Kenjeran.,"-7.2265, 112.7901",3.6,Surabaya,Taman bermain air dengan wahana modern di kawasan Kenjeran.
Taman Bungkul,"Surabaya, Jawa Timur",Taman,Taman kota dengan fasilitas lengkap dan sering menjadi tempat berkumpul.,"-7.2892, 112.7357",3.6,Surabaya,Taman kota dengan fasilitas lengkap dan sering menjadi tempat berkumpul.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",3.8,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",4.6,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",3.8,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
Air Terjun Suhom,"Aceh Besar, Aceh",Alam,Air terjun indah di tengah hutan dengan suasana sejuk.,"5.3672, 95.4065",3.8,Aceh,Air terjun indah di tengah hutan dengan suasana sejuk.
Pantai Iboih,"Sabang, Aceh",Pantai,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.,"5.8782, 95.2506",4.8,Aceh,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.
Pantai Iboih,"Sabang, Aceh",Pantai,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.,"5.8782, 95.2506",3.9,Aceh,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.
Benteng Indra Patra,"Aceh Besar, Aceh",Sejarah,Benteng peninggalan Kerajaan Lamuri yang masih berdiri kokoh.,"5.5741, 95.3198",4.6,Aceh,Benteng peninggalan Kerajaan Lamuri yang masih berdiri kokoh.
Museum Tsunami Aceh,"Banda Aceh, Aceh",Sejarah,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.,"5.5480, 95.3192",3.8,Aceh,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.
Benteng Indra Patra,"Aceh Besar, Aceh",Sejarah,Benteng peninggalan Kerajaan Lamuri yang masih berdiri kokoh.,"5.5741, 95.3198",4.9,Aceh,Benteng peninggalan Kerajaan Lamuri yang masih berdiri kokoh.
Gunung Seulawah Agam,"Aceh Besar, Aceh",Alam,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.,"5.4481, 95.6892",3.6,Aceh,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.
Air Terjun Suhom,"Aceh Besar, Aceh",Alam,Air terjun indah di tengah hutan dengan suasana sejuk.,"5.3672, 95.4065",4.3,Aceh,Air terjun indah di tengah hutan dengan suasana sejuk.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",3.9,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Pantai Lampuuk,"Aceh Besar, Aceh",Pantai,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.,"5.4875, 95.2436",4.9,Aceh,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.
Gunung Seulawah Agam,"Aceh Besar, Aceh",Alam,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.,"5.4481, 95.6892",4.1,Aceh,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",4.4,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",3.5,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",4.1,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Pantai Iboih,"Sabang, Aceh",Pantai,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.,"5.8782, 95.2506",4.1,Aceh,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.
Pantai Iboih,"Sabang, Aceh",Pantai,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.,"5.8782, 95.2506",4.4,Aceh,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.
Museum Tsunami Aceh,"Banda Aceh, Aceh",Sejarah,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.,"5.5480, 95.3192",4.9,Aceh,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.
Gunung Seulawah Agam,"Aceh Besar, Aceh",Alam,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.,"5.4481, 95.6892",4.2,Aceh,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",4.2,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Pantai Lampuuk,"Aceh Besar, Aceh",Pantai,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.,"5.4875, 95.2436",3.8,Aceh,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.
Pantai Lampuuk,"Aceh Besar, Aceh",Pantai,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.,"5.4875, 95.2436",5,Aceh,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.
Museum Tsunami Aceh,"Banda Aceh, Aceh",Sejarah,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.,"5.5480, 95.3192",3.7,Aceh,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.
Pantai Iboih,"Sabang, Aceh",Pantai,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.,"5.8782, 95.2506",3.7,Aceh,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.
Pantai Lampuuk,"Aceh Besar, Aceh",Pantai,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.,"5.4875, 95.2436",4.3,Aceh,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.
Pantai Lampuuk,"Aceh Besar, Aceh",Pantai,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.,"5.4875, 95.2436",4.2,Aceh,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.
Benteng Indra Patra,"Aceh Besar, Aceh",Sejarah,Benteng peninggalan Kerajaan Lamuri yang masih berdiri kokoh.,"5.5741, 95.3198",4.7,Aceh,Benteng peninggalan Kerajaan Lamuri yang masih berdiri kokoh.
Masjid Raya Baiturrahman,"Banda Aceh, Aceh",Religi,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.,"5.5523, 95.3175",4.1,Aceh,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.
Gunung Seulawah Agam,"Aceh Besar, Aceh",Alam,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.,"5.4481, 95.6892",4.2,Aceh,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.
Masjid Raya Baiturrahman,"Banda Aceh, Aceh",Religi,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.,"5.5523, 95.3175",4.1,Aceh,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.
Gunung Seulawah Agam,"Aceh Besar, Aceh",Alam,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.,"5.4481, 95.6892",3.6,Aceh,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",4.4,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Pantai Lampuuk,"Aceh Besar, Aceh",Pantai,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.,"5.4875, 95.2436",4.2,Aceh,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",3.7,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Masjid Raya Baiturrahman,"Banda Aceh, Aceh",Religi,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.,"5.5523, 95.3175",4.7,Aceh,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",4.4,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Pantai Lampuuk,"Aceh Besar, Aceh",Pantai,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.,"5.4875, 95.2436",4.2,Aceh,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.
Masjid Raya Baiturrahman,"Banda Aceh, Aceh",Religi,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.,"5.5523, 95.3175",4.8,Aceh,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.
Gunung Seulawah Agam,"Aceh Besar, Aceh",Alam,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.,"5.4481, 95.6892",4.5,Aceh,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",4.9,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Pantai Lampuuk,"Aceh Besar, Aceh",Pantai,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.,"5.4875, 95.2436",3.9,Aceh,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",4.2,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Pantai Iboih,"Sabang, Aceh",Pantai,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.,"5.8782, 95.2506",3.7,Aceh,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.
Masjid Raya Baiturrahman,"Banda Aceh, Aceh",Religi,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.,"5.5523, 95.3175",4.5,Aceh,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.
Museum Tsunami Aceh,"Banda Aceh, Aceh",Sejarah,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.,"5.5480, 95.3192",4.8,Aceh,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.
Pantai Lampuuk,"Aceh Besar, Aceh",Pantai,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.,"5.4875, 95.2436",4.5,Aceh,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.
Museum Tsunami Aceh,"Banda Aceh, Aceh",Sejarah,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.,"5.5480, 95.3192",4.6,Aceh,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",4.3,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Pantai Lampuuk,"Aceh Besar, Aceh",Pantai,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.,"5.4875, 95.2436",4.7,Aceh,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.
Museum Tsunami Aceh,"Banda Aceh, Aceh",Sejarah,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.,"5.5480, 95.3192",4.4,Aceh,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.
Pantai Iboih,"Sabang, Aceh",Pantai,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.,"5.8782, 95.2506",4.7,Aceh,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.
Pantai Iboih,"Sabang, Aceh",Pantai,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.,"5.8782, 95.2506",4.3,Aceh,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.
Masjid Raya Baiturrahman,"Banda Aceh, Aceh",Religi,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.,"5.5523, 95.3175",4.5,Aceh,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.
Pulau Weh,"Sabang, Aceh",Alam,Pulau eksotis dengan keindahan bawah laut yang luar biasa.,"5.8732, 95.2892",3.8,Aceh,Pulau eksotis dengan keindahan bawah laut yang luar biasa.
Pantai Lampuuk,"Aceh Besar, Aceh",Pantai,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.,"5.4875, 95.2436",4.5,Aceh,Pantai dengan pasir putih dan ombak yang cocok untuk berselancar.
Pantai Iboih,"Sabang, Aceh",Pantai,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.,"5.8782, 95.2506",4.8,Aceh,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.
Benteng Indra Patra,"Aceh Besar, Aceh",Sejarah,Benteng peninggalan Kerajaan Lamuri yang masih berdiri kokoh.,"5.5741, 95.3198",4.9,Aceh,Benteng peninggalan Kerajaan Lamuri yang masih berdiri kokoh.
Masjid Raya Baiturrahman,"Banda Aceh, Aceh",Religi,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.,"5.5523, 95.3175",4,Aceh,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.
Gunung Seulawah Agam,"Aceh Besar, Aceh",Alam,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.,"5.4481, 95.6892",3.8,Aceh,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.
Museum Tsunami Aceh,"Banda Aceh, Aceh",Sejarah,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.,"5.5480, 95.3192",4.5,Aceh,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.
Masjid Raya Baiturrahman,"Banda Aceh, Aceh",Religi,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.,"5.5523, 95.3175",4,Aceh,Masjid megah yang menjadi simbol kebangkitan Aceh pasca tsunami.
Gunung Seulawah Agam,"Aceh Besar, Aceh",Alam,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.,"5.4481, 95.6892",4.4,Aceh,Gunung berapi yang menjadi destinasi favorit pendaki di Aceh.
Museum Tsunami Aceh,"Banda Aceh, Aceh",Sejarah,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.,"5.5480, 95.3192",4.5,Aceh,Museum yang dibangun untuk mengenang peristiwa tsunami 2004.
Pantai Iboih,"Sabang, Aceh",Pantai,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.,"5.8782, 95.2506",4.1,Aceh,Pantai terkenal di Pulau Weh dengan air jernih dan terumbu karang indah.
